ubigeo,anio,cluster
120423,2020,10
120424,2020,10
120425,2020,10
120426,2020,10
120427,2020,0
120428,2020,10
120429,2020,10
120430,2020,10
120431,2020,10
120432,2020,10
120433,2020,10
120434,2020,10
120501,2020,9
120502,2020,9
120503,2020,9
120504,2020,3
120601,2020,3
120602,2020,3
120603,2020,3
120604,2020,3
120605,2020,3
120606,2020,3
120607,2020,3
120608,2020,3
120609,2020,3
120701,2020,0
120702,2020,5
120703,2020,0
120704,2020,5
120705,2020,5
120706,2020,3
120707,2020,5
120708,2020,5
120709,2020,5
120801,2020,9
120802,2020,9
120803,2020,9
120804,2020,9
120805,2020,9
120806,2020,9
120807,2020,9
120808,2020,9
120809,2020,9
120810,2020,9
120901,2020,10
120902,2020,10
120903,2020,10
120904,2020,10
120905,2020,10
120906,2020,10
120907,2020,10
120908,2020,10
120909,2020,10
130101,2020,1
130102,2020,1
130103,2020,1
130104,2020,1
130105,2020,1
130106,2020,1
130107,2020,1
130108,2020,6
130109,2020,1
130110,2020,6
130111,2020,1
130201,2020,1
130202,2020,1
130203,2020,1
130204,2020,1
130205,2020,1
130206,2020,1
130207,2020,1
130208,2020,1
130301,2020,3
130302,2020,3
130303,2020,3
130304,2020,3
130305,2020,3
130306,2020,3
130401,2020,1
130402,2020,1
130403,2020,1
130501,2020,0
130502,2020,0
130503,2020,0
130504,2020,0
130601,2020,0
130602,2020,0
130604,2020,0
130605,2020,0
130606,2020,6
130608,2020,0
130610,2020,6
130611,2020,0
130613,2020,6
130614,2020,0
130701,2020,1
130702,2020,1
130703,2020,1
130704,2020,1
130705,2020,1
130801,2020,3
130802,2020,3
130803,2020,5
130804,2020,5
130805,2020,3
130806,2020,5
130807,2020,3
130808,2020,3
130809,2020,3
130810,2020,3
130811,2020,5
130812,2020,5
130813,2020,5
130901,2020,0
130902,2020,0
130903,2020,3
130904,2020,0
130905,2020,0
130906,2020,0
130907,2020,0
130908,2020,3
131001,2020,6
131002,2020,6
131003,2020,0
131004,2020,5
131005,2020,5
131006,2020,0
131007,2020,6
131008,2020,5
131101,2020,6
131102,2020,0
131103,2020,6
131104,2020,0
131201,2020,1
131202,2020,6
131203,2020,1
140101,2020,1
140102,2020,2
140103,2020,1
140104,2020,1
140105,2020,1
140106,2020,1
140107,2020,1
140108,2020,1
140109,2020,1
140110,2020,4
140111,2020,1
140112,2020,1
140113,2020,1
140114,2020,1
140115,2020,1
140116,2020,1
140117,2020,1
140118,2020,1
140119,2020,1
140120,2020,1
140201,2020,1
140202,2020,3
140203,2020,2
140204,2020,1
140205,2020,2
140206,2020,1
140301,2020,1
140302,2020,2
140303,2020,1
140304,2020,2
140305,2020,1
140306,2020,1
140307,2020,2
140308,2020,2
140309,2020,1
140310,2020,3
140311,2020,1
140312,2020,1
150101,2020,1
150102,2020,1
150103,2020,1
150104,2020,1
150105,2020,1
150106,2020,1
150107,2020,1
150108,2020,1
150109,2020,1
150110,2020,1
150111,2020,1
150112,2020,1
150113,2020,1
150114,2020,1
150115,2020,1
150116,2020,1
150117,2020,1
150118,2020,1
150119,2020,1
150120,2020,1
150121,2020,1
150122,2020,1
150123,2020,1
150124,2020,1
150125,2020,1
150126,2020,6
150127,2020,6
150128,2020,1
150129,2020,1
150130,2020,1
150131,2020,1
150132,2020,1
150133,2020,1
150134,2020,1
150135,2020,1
150136,2020,1
150137,2020,1
150138,2020,1
150139,2020,1
150140,2020,1
150141,2020,1
150142,2020,1
150143,2020,1
150201,2020,1
150202,2020,6
150203,2020,1
150204,2020,1
150205,2020,1
150301,2020,6
150302,2020,6
150303,2020,6
150304,2020,6
150305,2020,6
150401,2020,6
150402,2020,6
150403,2020,6
150404,2020,6
150405,2020,6
150406,2020,6
150407,2020,6
150501,2020,1
150502,2020,1
150503,2020,6
150504,2020,1
150505,2020,1
150506,2020,6
150507,2020,1
150508,2020,6
150509,2020,1
150510,2020,1
150511,2020,6
150512,2020,1
150513,2020,1
150514,2020,1
150515,2020,1
150516,2020,6
150601,2020,1
150602,2020,6
150603,2020,6
150604,2020,1
150605,2020,1
150606,2020,6
150607,2020,6
150608,2020,6
150609,2020,6
150610,2020,9
150611,2020,6
150612,2020,6
150701,2020,6
150702,2020,6
150703,2020,6
150704,2020,6
150705,2020,9
150706,2020,6
150707,2020,6
150708,2020,9
150709,2020,6
150710,2020,6
150711,2020,6
150712,2020,6
150713,2020,6
150714,2020,6
150715,2020,6
150716,2020,6
150717,2020,6
150718,2020,6
150719,2020,6
150720,2020,6
150721,2020,6
150722,2020,6
150723,2020,6
150724,2020,6
150725,2020,6
150726,2020,6
150727,2020,6
150728,2020,6
150729,2020,6
150730,2020,6
150731,2020,6
150732,2020,6
150801,2020,1
150802,2020,6
150803,2020,1
150804,2020,6
150805,2020,1
150806,2020,1
150807,2020,6
150808,2020,6
150809,2020,6
150810,2020,1
150811,2020,6
150812,2020,1
150901,2020,6
150902,2020,6
150903,2020,6
150904,2020,6
150905,2020,6
150906,2020,6
151001,2020,6
151002,2020,6
151003,2020,6
151004,2020,6
151005,2020,6
151006,2020,6
151007,2020,6
151008,2020,6
151009,2020,6
151010,2020,6
151011,2020,6
151012,2020,6
151013,2020,6
151014,2020,6
151015,2020,6
151016,2020,6
151017,2020,6
151018,2020,6
151019,2020,6
151020,2020,6
151021,2020,6
151022,2020,6
151023,2020,6
151024,2020,6
151025,2020,6
151026,2020,6
151027,2020,6
151028,2020,6
151029,2020,6
151030,2020,9
151031,2020,6
151032,2020,6
151033,2020,6
160101,2020,2
160102,2020,2
160103,2020,2
160104,2020,2
160105,2020,2
160106,2020,2
160107,2020,2
160108,2020,2
160110,2020,2
160112,2020,2
160113,2020,2
160201,2020,2
160202,2020,2
160205,2020,2
160206,2020,2
160210,2020,2
160211,2020,2
160301,2020,2
160302,2020,2
160303,2020,2
160304,2020,2
160305,2020,2
160401,2020,2
160402,2020,2
160403,2020,2
160404,2020,2
160501,2020,2
160502,2020,2
160503,2020,2
160504,2020,2
160505,2020,2
160506,2020,2
160507,2020,2
160508,2020,2
160509,2020,2
160510,2020,2
160511,2020,2
160601,2020,2
160602,2020,2
160603,2020,2
160604,2020,2
160605,2020,2
160606,2020,2
160701,2020,2
160702,2020,2
160703,2020,2
160704,2020,2
160705,2020,2
160706,2020,2
160801,2020,2
160802,2020,2
160803,2020,2
160804,2020,2
170101,2020,2
170102,2020,3
170103,2020,2
170104,2020,2
170201,2020,3
170202,2020,2
170203,2020,2
170204,2020,3
170301,2020,2
170302,2020,2
170303,2020,2
180101,2020,8
180102,2020,8
180103,2020,8
180104,2020,8
180105,2020,8
180106,2020,8
180201,2020,8
180202,2020,8
180203,2020,8
180204,2020,9
180205,2020,8
180206,2020,8
180207,2020,8
180208,2020,8
180209,2020,8
180210,2020,8
180211,2020,8
180301,2020,8
180302,2020,8
180303,2020,8
190101,2020,9
190102,2020,3
190103,2020,5
190104,2020,9
190105,2020,9
190106,2020,5
190107,2020,3
190108,2020,5
190109,2020,9
190110,2020,5
190111,2020,9
190112,2020,9
190113,2020,9
190201,2020,5
190202,2020,5
190203,2020,5
190204,2020,5
190205,2020,5
190206,2020,5
190207,2020,5
190208,2020,5
190301,2020,3
190302,2020,3
190303,2020,3
190304,2020,3
190305,2020,3
190306,2020,3
190307,2020,3
190308,2020,2
200101,2020,1
200104,2020,1
200105,2020,1
200107,2020,1
200108,2020,1
200109,2020,1
200110,2020,1
200111,2020,2
200114,2020,2
200115,2020,1
200201,2020,4
200202,2020,2
200203,2020,4
200204,2020,4
200205,2020,4
200206,2020,4
200207,2020,2
200208,2020,2
200209,2020,4
200210,2020,2
200301,2020,3
200302,2020,4
200303,2020,3
200304,2020,3
200305,2020,4
200306,2020,3
200307,2020,3
200308,2020,3
200401,2020,2
200402,2020,2
200403,2020,4
200404,2020,2
200405,2020,2
200406,2020,2
200407,2020,4
200408,2020,4
200409,2020,4
200410,2020,4
200501,2020,1
200502,2020,1
200503,2020,1
200504,2020,1
200505,2020,1
200506,2020,1
200507,2020,1
200601,2020,2
200602,2020,10
200603,2020,1
200604,2020,2
200605,2020,2
200606,2020,1
200607,2020,2
200608,2020,2
200701,2020,1
200702,2020,2
200703,2020,1
200704,2020,1
200705,2020,2
200706,2020,2
200801,2020,1
200802,2020,1
200803,2020,1
200804,2020,1
200805,2020,1
200806,2020,1
210101,2020,10
210102,2020,10
210103,2020,0
210104,2020,10
210105,2020,10
210106,2020,10
210107,2020,10
210108,2020,10
210109,2020,9
210110,2020,10
210111,2020,9
210112,2020,10
210113,2020,9
210114,2020,10
210115,2020,10
210201,2020,10
210202,2020,10
210203,2020,10
210204,2020,9
210205,2020,10
210206,2020,10
210207,2020,10
210208,2020,9
210209,2020,9
210210,2020,10
210211,2020,9
210212,2020,9
210213,2020,10
210214,2020,10
210215,2020,10
210301,2020,9
210302,2020,9
210303,2020,3
210304,2020,9
210305,2020,9
210306,2020,9
210307,2020,9
210308,2020,3
210309,2020,3
210310,2020,9
210401,2020,10
210402,2020,10
210403,2020,10
210404,2020,10
210405,2020,10
210406,2020,10
210407,2020,10
210501,2020,10
210502,2020,8
210503,2020,10
210504,2020,8
210505,2020,10
210601,2020,10
210602,2020,9
210603,2020,10
210604,2020,10
210605,2020,10
210606,2020,9
210607,2020,10
210608,2020,10
210701,2020,9
210702,2020,9
210703,2020,10
210704,2020,10
210705,2020,9
210706,2020,9
210707,2020,9
210708,2020,10
210709,2020,9
210710,2020,9
210801,2020,9
210802,2020,9
210803,2020,9
210804,2020,9
210805,2020,9
210806,2020,9
210807,2020,9
210808,2020,9
210809,2020,9
210901,2020,10
210902,2020,10
210903,2020,9
210904,2020,10
211001,2020,9
211002,2020,9
211003,2020,10
211004,2020,9
211005,2020,9
211101,2020,10
211102,2020,10
211103,2020,9
211104,2020,10
211105,2020,10
211201,2020,3
211202,2020,9
211203,2020,3
211204,2020,3
211205,2020,3
