ubigeo,personal_total,programa_anemia,centro_salud_municipal,Año
090608,0,0,1,2023
090609,2,1,0,2023
090610,6,0,0,2023
090611,1,1,0,2023
090612,2,1,0,2023
090613,6,1,0,2023
090614,1,0,0,2023
090615,1,0,0,2023
090616,7,0,0,2023
090701,150,0,0,2023
090702,9,0,0,2023
090703,27,1,0,2023
090704,29,0,0,2023
090705,120,0,1,2023
090706,35,0,0,2023
090707,8,1,0,2023
090709,13,0,0,2023
090710,8,1,0,2023
090711,10,1,1,2023
090713,1,0,0,2023
090714,12,1,0,2023
090715,10,1,0,2023
090716,6,1,0,2023
090717,26,1,0,2023
090718,19,1,0,2023
090719,17,0,0,2023
090720,14,1,1,2023
090721,15,0,0,2023
090722,14,0,0,2023
090723,11,0,1,2023
090724,0,0,0,2023
090725,0,0,0,2023
100101,788,1,0,2023
100102,269,1,0,2023
100103,30,1,0,2023
100104,30,1,0,2023
100105,14,0,0,2023
100106,15,0,0,2023
100107,5,0,0,2023
100108,29,1,0,2023
100109,44,1,0,2023
100110,3,1,0,2023
100111,204,1,1,2023
100112,10,0,1,2023
100113,13,0,0,2023
100201,228,0,0,2023
100202,6,1,0,2023
100203,9,0,0,2023
100204,15,0,0,2023
100205,25,1,0,2023
100206,5,1,0,2023
100207,35,1,0,2023
100208,14,0,0,2023
100301,35,0,0,2023
100307,1,1,0,2023
100311,6,1,0,2023
100313,7,0,0,2023
100316,,0,0,2023
100317,2,0,0,2023
100321,1,0,0,2023
100322,1,0,0,2023
100323,1,1,0,2023
100401,73,1,0,2023
100402,3,1,0,2023
100403,12,1,0,2023
100404,11,1,1,2023
100501,108,0,0,2023
100502,1,0,0,2023
100503,3,0,0,2023
100504,7,1,0,2023
100505,8,1,0,2023
100506,0,0,0,2023
100507,41,1,0,2023
100508,2,0,0,2023
100509,5,0,0,2023
100510,12,1,0,2023
100511,2,0,0,2023
100601,333,1,0,2023
100602,48,1,0,2023
100603,22,0,0,2023
100604,87,1,1,2023
100605,27,0,0,2023
100606,58,0,0,2023
100607,15,0,0,2023
100608,55,1,0,2023
100609,19,0,0,2023
100610,1,0,0,2023
100701,110,0,0,2023
100702,23,0,0,2023
100703,8,0,0,2023
100704,3,1,1,2023
100705,9,1,0,2023
100801,41,0,0,2023
100802,7,0,0,2023
100803,27,1,0,2023
100804,20,0,0,2023
100901,163,0,0,2023
100902,48,0,0,2023
100903,61,0,0,2023
100904,18,1,0,2023
100905,30,1,1,2023
101001,22,1,0,2023
101002,1,0,0,2023
101003,,1,0,2023
101004,7,0,0,2023
101005,13,1,0,2023
101006,1,0,0,2023
101007,11,1,1,2023
101101,34,0,0,2023
101102,1,0,0,2023
101103,4,0,0,2023
101104,8,1,0,2023
101105,6,0,0,2023
101106,13,1,0,2023
101107,5,0,0,2023
101108,7,0,0,2023
110101,932,1,0,2023
110102,146,0,1,2023
110103,53,1,0,2023
110104,12,0,0,2023
110105,15,1,0,2023
110106,205,1,0,2023
110107,31,1,0,2023
110108,99,1,0,2023
110109,27,1,0,2023
110110,37,1,0,2023
110111,192,0,0,2023
110112,84,1,0,2023
110113,6,0,0,2023
110114,12,1,0,2023
110201,363,1,0,2023
110202,44,0,0,2023
110203,27,0,0,2023
110204,90,0,0,2023
110205,46,1,0,2023
110206,46,0,1,2023
110207,168,1,0,2023
110208,2,1,0,2023
110209,2,1,0,2023
110210,128,0,0,2023
110211,36,0,0,2023
110301,324,1,0,2023
110302,9,1,0,2023
110303,7,0,0,2023
110304,48,0,0,2023
110305,157,0,0,2023
110401,57,1,0,2023
110402,11,0,0,2023
110403,12,0,0,2023
110404,3,0,0,2023
110405,1,0,1,2023
110501,298,1,0,2023
110502,11,0,0,2023
110503,92,0,0,2023
110504,72,1,0,2023
110505,163,1,0,2023
110506,72,0,0,2023
110507,142,1,0,2023
110508,58,1,0,2023
120101,904,1,1,2023
120104,2,0,0,2023
120105,,1,0,2023
120106,3,0,0,2023
120107,382,1,0,2023
120108,6,0,0,2023
120111,5,1,0,2023
120112,2,0,0,2023
120113,5,0,0,2023
120114,812,1,0,2023
120116,,1,0,2023
120117,19,1,0,2023
120119,69,1,1,2023
120120,2,0,0,2023
120121,29,1,0,2023
120122,5,1,0,2023
120124,7,0,0,2023
120125,61,0,0,2023
120126,15,1,0,2023
120127,10,1,1,2023
120128,20,0,0,2023
120129,39,1,1,2023
120130,44,1,0,2023
120132,15,1,0,2023
120133,67,0,0,2023
120134,32,1,1,2023
120135,13,0,0,2023
120136,13,1,0,2023
120201,140,0,0,2023
120202,5,1,0,2023
120203,16,1,0,2023
120204,10,0,0,2023
120205,7,0,0,2023
120206,18,0,0,2023
120207,,0,0,2023
120208,7,0,0,2023
120209,8,0,0,2023
120210,22,1,1,2023
120211,4,0,0,2023
120212,9,1,0,2023
120213,20,1,0,2023
120214,16,0,0,2023
120215,8,0,0,2023
120301,221,1,0,2023
120302,185,0,0,2023
120303,229,1,0,2023
120304,29,0,0,2023
120305,146,1,0,2023
120306,15,0,0,2023
120401,145,1,0,2023
120402,23,0,0,2023
120403,20,0,0,2023
120404,2,0,0,2023
120405,23,0,0,2023
120406,5,0,0,2023
120407,6,1,0,2023
120408,6,0,0,2023
120409,,1,0,2023
120410,4,0,0,2023
120411,2,0,0,2023
120412,,0,0,2023
120413,3,1,0,2023
120414,1,0,0,2023
120415,3,0,0,2023
120416,5,0,0,2023
120417,3,0,0,2023
120418,1,0,0,2023
120419,15,0,0,2023
120420,13,0,0,2023
120421,5,1,0,2023
120422,5,0,0,2023
120423,,1,0,2023
120424,4,1,0,2023
120425,2,0,0,2023
120426,6,0,0,2023
120427,10,0,0,2023
120428,4,0,0,2023
120429,3,0,0,2023
120430,6,1,0,2023
120431,5,0,0,2023
120432,12,1,0,2023
120433,5,0,0,2023
120434,43,0,0,2023
120501,96,0,0,2023
120502,33,0,0,2023
120503,16,1,0,2023
120504,16,0,1,2023
120601,498,1,0,2023
120602,43,1,0,2023
120603,34,0,0,2023
120604,236,1,1,2023
120605,43,0,0,2023
120606,262,1,0,2023
120607,169,1,0,2023
120608,109,1,0,2023
120609,24,0,0,2023
120701,268,0,0,2023
120702,45,1,1,2023
120703,5,0,0,2023
120704,45,0,0,2023
120705,10,0,0,2023
120706,25,0,0,2023
120707,18,1,0,2023
120708,15,0,0,2023
120709,15,0,0,2023
120801,145,1,1,2023
120802,6,1,0,2023
120803,8,1,0,2023
120804,13,1,0,2023
120805,70,1,0,2023
120806,6,1,0,2023
120807,52,1,0,2023
120808,66,0,0,2023
120809,8,0,0,2023
120810,33,1,0,2023
120901,212,1,0,2023
120902,18,0,0,2023
120903,19,0,0,2023
120904,14,1,1,2023
120905,26,0,0,2023
120906,7,1,0,2023
120907,7,0,1,2023
120908,15,0,0,2023
120909,17,0,0,2023
130101,2151,1,0,2023
130102,388,1,0,2023
130103,129,1,0,2023
130104,227,1,0,2023
130105,677,1,0,2023
130106,126,1,0,2023
130107,279,1,0,2023
130108,11,1,0,2023
130109,93,1,0,2023
130110,24,1,0,2023
130111,494,1,0,2023
130201,84,0,0,2023
130202,70,1,0,2023
130203,60,0,0,2023
130204,26,0,1,2023
130205,128,0,0,2023
130206,97,0,1,2023
130207,163,1,0,2023
130208,277,1,0,2023
130301,31,0,0,2023
130302,5,0,0,2023
130303,10,1,0,2023
130304,3,0,0,2023
130305,5,0,0,2023
130306,11,0,0,2023
130401,244,1,0,2023
130402,107,1,1,2023
130403,110,0,0,2023
130501,59,0,0,2023
130502,8,1,1,2023
130503,20,1,0,2023
130504,24,0,0,2023
130601,193,0,0,2023
130602,22,0,0,2023
130604,3,0,1,2023
130605,12,0,0,2023
130606,1,0,0,2023
130608,8,1,0,2023
130610,,0,0,2023
130611,23,1,1,2023
130613,3,1,0,2023
130614,116,0,0,2023
130701,250,0,0,2023
130702,236,1,0,2023
130703,21,0,1,2023
130704,190,1,0,2023
130705,57,0,0,2023
130801,126,0,0,2023
130802,62,0,0,2023
130803,20,1,0,2023
130804,19,0,0,2023
130805,9,0,0,2023
130806,16,0,0,2023
130807,9,0,0,2023
130808,94,0,0,2023
130809,34,1,0,2023
130810,6,0,0,2023
130811,11,1,0,2023
130812,8,1,0,2023
130813,4,0,0,2023
130901,511,1,0,2023
130902,42,0,1,2023
130903,27,1,0,2023
130904,16,1,0,2023
130905,39,0,0,2023
130906,66,1,1,2023
130907,13,1,0,2023
130908,40,1,0,2023
131001,138,1,0,2023
131002,46,1,0,2023
131003,37,0,0,2023
131004,13,0,0,2023
131005,11,0,0,2023
131006,38,0,0,2023
131007,29,1,0,2023
131008,12,1,0,2023
131101,91,1,0,2023
131102,15,1,0,2023
131103,16,1,0,2023
131104,17,1,0,2023
131201,217,1,0,2023
131202,220,1,0,2023
131203,47,1,0,2023
140101,2518,0,0,2023
140102,101,1,0,2023
140103,35,0,0,2023
140104,33,0,0,2023
140105,526,1,0,2023
140106,359,1,0,2023
140107,21,1,0,2023
140108,110,1,0,2023
140109,,0,0,2023
140110,28,0,0,2023
140111,32,0,0,2023
140112,331,0,0,2023
140113,63,1,1,2023
140114,47,1,0,2023
140115,42,0,0,2023
140116,93,0,1,2023
140117,111,0,1,2023
140118,144,1,0,2023
140119,63,0,0,2023
140120,135,0,1,2023
140201,239,1,0,2023
140202,29,1,0,2023
140203,26,1,0,2023
140204,48,1,0,2023
140205,130,1,0,2023
140206,62,1,0,2023
140301,674,0,0,2023
140302,5,0,0,2023
140303,24,0,0,2023
140304,46,0,0,2023
140305,70,1,0,2023
140306,163,1,0,2023
140307,166,0,0,2023
140308,109,0,0,2023
140309,28,0,0,2023
140310,26,1,1,2023
140311,42,1,1,2023
140312,60,0,0,2023
150101,6222,1,0,2023
150102,155,1,0,2023
150103,2670,1,0,2023
150104,378,1,0,2023
150105,241,1,0,2023
150106,699,1,0,2023
150107,205,1,0,2023
150108,561,1,1,2023
150109,88,1,0,2023
150110,777,1,0,2023
150111,168,1,0,2023
150112,693,0,1,2023
150113,755,1,0,2023
150114,941,0,0,2023
150115,629,0,0,2023
150116,822,0,0,2023
150117,1099,1,0,2023
150118,1260,0,0,2023
150119,667,1,0,2023
150120,305,1,0,2023
150121,541,0,0,2023
150122,1757,1,1,2023
150123,532,1,0,2023
150124,80,1,0,2023
150125,907,1,1,2023
150126,90,0,0,2023
150127,62,1,0,2023
150128,401,1,0,2023
150129,140,0,0,2023
150130,1577,1,1,2023
150131,2281,1,1,2023
150132,1681,0,0,2023
150133,568,1,0,2023
150134,228,0,0,2023
150135,1268,1,0,2023
150136,898,1,0,2023
150137,517,1,0,2023
150138,64,0,0,2023
150139,95,1,0,2023
150140,2890,1,1,2023
150141,674,0,1,2023
150142,584,0,1,2023
150143,497,1,0,2023
150201,411,1,0,2023
150202,79,0,1,2023
150203,51,0,1,2023
150204,117,1,0,2023
150205,55,1,0,2023
150301,6,0,0,2023
150302,,0,0,2023
150303,7,0,0,2023
150304,5,1,0,2023
150305,4,0,0,2023
150401,4,1,1,2023
150402,9,0,1,2023
150403,3,1,0,2023
150404,4,0,0,2023
150405,1,0,0,2023
150406,6,0,0,2023
150407,22,0,0,2023
150501,559,1,0,2023
150502,254,1,0,2023
150503,13,0,0,2023
150504,143,1,0,2023
150505,43,0,0,2023
150506,15,0,0,2023
150507,348,0,1,2023
150508,37,0,1,2023
150509,225,1,1,2023
150510,98,0,0,2023
150511,5,1,1,2023
150512,78,0,0,2023
150513,128,1,0,2023
150514,39,1,0,2023
150515,19,1,0,2023
150516,6,0,0,2023
150601,522,0,0,2023
150602,1,0,0,2023
150603,,0,0,2023
150604,134,1,1,2023
150605,371,1,0,2023
150606,1,0,0,2023
150607,1,1,0,2023
150608,,0,0,2023
150609,4,1,0,2023
150610,,1,0,2023
150611,1,0,0,2023
150612,,0,0,2023
150701,111,0,0,2023
150702,,1,0,2023
150703,1,0,0,2023
150704,11,0,0,2023
150705,14,0,0,2023
150706,,0,0,2023
150707,1,0,0,2023
150708,,1,0,2023
150709,,0,0,2023
150710,1,1,0,2023
150711,,0,0,2023
150712,1,0,0,2023
150713,3,0,0,2023
150714,15,1,0,2023
150715,5,0,0,2023
150716,135,1,0,2023
150717,3,0,0,2023
150718,,0,0,2023
150719,,0,0,2023
150720,,0,0,2023
150721,,0,0,2023
150722,14,0,0,2023
150723,,1,0,2023
150724,1,1,0,2023
150725,11,1,0,2023
150726,1,1,0,2023
150727,5,0,1,2023
150728,27,1,0,2023
150729,2,0,0,2023
150730,6,0,0,2023
150731,2,0,0,2023
150732,11,0,0,2023
150801,547,1,0,2023
150802,7,0,0,2023
150803,35,0,0,2023
150804,4,0,0,2023
150805,111,0,0,2023
150806,108,0,0,2023
150807,,1,0,2023
150808,3,1,0,2023
150809,,0,0,2023
150810,213,1,0,2023
150811,68,1,0,2023
150812,65,1,0,2023
150901,101,0,0,2023
150902,2,0,0,2023
150903,6,0,0,2023
150904,4,0,0,2023
150905,4,0,0,2023
150906,21,1,0,2023
151001,11,0,0,2023
151002,,0,0,2023
151003,,0,0,2023
151004,,0,0,2023
151005,,0,0,2023
151006,,0,0,2023
151007,2,1,0,2023
151008,6,0,0,2023
151009,5,0,0,2023
151010,11,1,0,2023
151011,,1,0,2023
151012,,0,0,2023
151013,2,0,0,2023
151014,2,1,0,2023
151015,,0,0,2023
151016,4,0,0,2023
151017,14,1,1,2023
151018,,0,0,2023
151019,12,1,0,2023
151020,,0,0,2023
151021,2,1,0,2023
151022,,0,0,2023
151023,,0,0,2023
151024,,0,0,2023
151025,2,0,0,2023
151026,,0,0,2023
151027,18,0,0,2023
151028,,0,0,2023
151029,,0,0,2023
151030,,1,0,2023
151031,,1,0,2023
151032,3,0,0,2023
151033,,0,0,2023
160101,1454,1,0,2023
160102,28,0,0,2023
160103,77,0,0,2023
160104,32,0,0,2023
160105,56,0,0,2023
160106,61,1,0,2023
160107,15,0,0,2023
160108,306,0,0,2023
160110,17,0,0,2023
160112,297,1,0,2023
160113,649,1,0,2023
160201,148,0,0,2023
160202,41,0,0,2023
160205,10,0,0,2023
160206,12,1,0,2023
160210,12,1,0,2023
160211,18,0,0,2023
160301,179,1,0,2023
160302,28,0,0,2023
160303,10,0,0,2023
160304,18,1,0,2023
160305,23,1,0,2023
160401,62,1,0,2023
160402,48,0,0,2023
160403,40,0,0,2023
160404,31,1,0,2023
160501,148,0,0,2023
160502,10,0,0,2023
160503,14,0,0,2023
160504,23,1,0,2023
160505,22,1,0,2023
160506,10,0,0,2023
160507,18,1,0,2023
160508,7,0,0,2023
160509,8,0,0,2023
160510,18,0,0,2023
160511,23,0,0,2023
160601,130,0,0,2023
160602,10,0,0,2023
160603,20,0,0,2023
160604,20,1,0,2023
160605,22,0,0,2023
160606,68,1,0,2023
160701,39,0,0,2023
160702,5,0,0,2023
160703,26,1,0,2023
160704,25,1,0,2023
160705,35,0,0,2023
160706,7,0,0,2023
160801,33,1,0,2023
160802,13,0,0,2023
160803,9,0,0,2023
160804,12,0,0,2023
170101,472,1,0,2023
170102,33,1,0,2023
170103,18,1,0,2023
170104,37,0,0,2023
170201,30,1,0,2023
170202,10,0,0,2023
170203,27,0,0,2023
170204,26,0,0,2023
170301,45,1,0,2023
170302,36,1,0,2023
170303,21,0,0,2023
180101,428,1,0,2023
180102,144,0,0,2023
180103,27,0,0,2023
180104,162,0,0,2023
180105,95,0,0,2023
180106,462,1,0,2023
180201,48,0,0,2023
180202,23,0,0,2023
180203,17,0,0,2023
180204,76,1,0,2023
180205,3,1,0,2023
180206,4,0,0,2023
180207,4,0,0,2023
180208,10,0,0,2023
180209,5,0,0,2023
180210,17,1,0,2023
180211,13,1,0,2023
180301,286,0,0,2023
180302,37,0,0,2023
180303,59,1,0,2023
190101,310,1,0,2023
190102,27,0,0,2023
190103,38,0,0,2023
190104,52,0,0,2023
190105,6,0,0,2023
190106,15,1,0,2023
190107,19,1,0,2023
190108,44,1,0,2023
190109,53,0,0,2023
190110,32,0,0,2023
190111,36,0,0,2023
190112,14,0,0,2023
190113,152,1,0,2023
190201,119,0,0,2023
190202,27,0,0,2023
190203,17,0,0,2023
190204,10,1,0,2023
190205,8,1,0,2023
190206,24,0,0,2023
190207,8,0,0,2023
190208,9,1,0,2023
190301,136,1,0,2023
190302,30,0,0,2023
190303,61,1,0,2023
190304,31,1,0,2023
190305,25,1,0,2023
190306,114,1,0,2023
190307,167,0,0,2023
190308,68,1,0,2023
200101,1326,1,0,2023
200104,828,0,0,2023
200105,264,1,0,2023
200107,73,1,0,2023
200108,13,1,0,2023
200109,80,1,0,2023
200110,113,0,0,2023
200111,124,1,0,2023
200114,286,1,1,2023
200115,403,0,0,2023
200201,195,0,0,2023
200202,27,1,0,2023
200203,12,1,0,2023
200204,26,1,0,2023
200205,24,1,0,2023
200206,77,1,0,2023
200207,14,1,0,2023
200208,48,1,0,2023
200209,9,1,0,2023
200210,59,1,0,2023
200301,126,0,0,2023
200302,41,0,0,2023
200303,40,0,0,2023
200304,77,0,0,2023
200305,12,0,0,2023
200306,40,1,0,2023
200307,27,1,0,2023
200308,39,0,0,2023
200401,290,0,0,2023
200402,30,0,0,2023
200403,39,1,0,2023
200404,31,1,0,2023
200405,34,0,0,2023
200406,28,0,0,2023
200407,17,0,0,2023
200408,14,0,0,2023
200409,47,1,0,2023
200410,37,0,0,2023
200501,404,0,0,2023
200502,15,0,0,2023
200503,11,0,0,2023
200504,46,1,0,2023
200505,33,1,0,2023
200506,20,0,0,2023
200507,14,0,1,2023
200601,1027,0,0,2023
200602,168,1,1,2023
200603,49,0,0,2023
200604,56,0,0,2023
200605,33,0,0,2023
200606,65,1,1,2023
200607,79,1,0,2023
200608,33,0,0,2023
200701,503,1,1,2023
200702,87,0,0,2023
200703,61,0,0,2023
200704,38,0,0,2023
200705,27,0,0,2023
200706,103,0,1,2023
200801,164,1,0,2023
200802,29,1,0,2023
200803,20,1,1,2023
200804,23,0,0,2023
200805,64,0,0,2023
200806,13,1,1,2023
210101,694,1,0,2023
210102,55,0,0,2023
210103,9,0,0,2023
210104,7,0,0,2023
210105,10,1,0,2023
210106,22,1,0,2023
210107,5,0,0,2023
210108,21,0,0,2023
210109,7,0,0,2023
210110,5,0,0,2023
210111,45,0,1,2023
210112,21,1,0,2023
210113,1,0,1,2023
210114,4,0,0,2023
210115,7,0,0,2023
210201,220,1,0,2023
210202,5,0,0,2023
210203,4,1,0,2023
210204,36,1,1,2023
210205,11,1,1,2023
210206,16,1,0,2023
210207,5,0,1,2023
210208,,1,1,2023
210209,9,0,0,2023
210210,23,0,1,2023
210211,20,1,0,2023
210212,3,0,0,2023
210213,4,1,0,2023
210214,2,1,0,2023
210215,2,1,0,2023
210301,124,0,0,2023
210302,11,0,1,2023
210303,38,0,0,2023
210304,26,1,0,2023
210305,,0,0,2023
210306,49,0,0,2023
210307,23,0,0,2023
210308,20,1,0,2023
210309,12,0,0,2023
210310,,0,0,2023
210401,328,0,0,2023
210402,21,1,0,2023
210403,14,1,0,2023
210404,24,1,0,2023
210405,18,0,0,2023
210406,35,1,0,2023
210407,61,0,0,2023
210501,224,1,0,2023
210502,5,1,0,2023
210503,30,0,0,2023
210504,43,0,0,2023
210505,4,0,0,2023
210601,76,1,0,2023
210602,,1,0,2023
210603,3,1,0,2023
210604,,0,0,2023
210605,4,0,0,2023
210606,8,0,1,2023
210607,13,1,1,2023
210608,4,0,0,2023
210701,47,0,0,2023
210702,6,1,0,2023
210703,,0,0,2023
210704,1,1,1,2023
210705,2,0,0,2023
210706,,0,0,2023
210707,2,1,0,2023
210708,23,1,1,2023
210709,5,1,0,2023
210710,4,1,0,2023
210801,118,1,0,2023
210802,12,0,1,2023
210803,11,1,0,2023
210804,4,0,0,2023
210805,3,0,0,2023
210806,33,1,0,2023
210807,10,1,1,2023
210808,10,0,0,2023
210809,11,1,0,2023
210901,57,0,0,2023
210902,3,1,0,2023
210903,1,0,0,2023
210904,1,0,0,2023
211001,35,1,0,2023
211002,52,1,0,2023
211003,3,0,0,2023
211004,7,0,0,2023
211005,14,0,0,2023
211101,1116,0,0,2023
211102,4,0,1,2023
211103,4,0,0,2023
211104,6,1,0,2023
211105,111,1,1,2023
211201,226,0,0,2023
211202,6,0,1,2023
211203,4,0,0,2023
211204,,0,0,2023
211205,3,0,0,2023
211206,7,0,0,2023
211207,7,0,1,2023
211208,27,0,0,2023
211209,8,1,1,2023
211210,28,0,0,2023
211301,146,1,0,2023
211302,1,1,0,2023
211303,5,0,0,2023
211304,3,0,0,2023
211305,3,1,1,2023
211306,2,0,0,2023
211307,3,0,0,2023
220101,419,1,0,2023
220102,23,1,0,2023
220103,10,0,1,2023
220104,10,1,0,2023
220105,86,1,0,2023
220106,12,1,0,2023
220201,129,0,0,2023
220202,14,0,0,2023
220203,35,1,0,2023
220204,13,1,0,2023
220205,45,1,0,2023
220206,16,1,0,2023
220301,71,1,0,2023
220302,14,0,0,2023
220303,35,0,0,2023
220304,29,1,0,2023
220305,8,1,0,2023
220401,59,0,0,2023
220402,,1,0,2023
220403,10,1,0,2023
220404,11,1,0,2023
220405,11,0,0,2023
220406,9,0,0,2023
220501,88,0,0,2023
220502,27,0,0,2023
220503,18,0,0,2023
220504,4,0,0,2023
220505,9,1,0,2023
220506,23,1,0,2023
220507,20,0,0,2023
220508,7,0,0,2023
220509,6,1,0,2023
220510,32,0,0,2023
220511,16,0,0,2023
220601,138,0,0,2023
220602,29,0,0,2023
220603,22,0,0,2023
220604,13,0,0,2023
220605,12,1,0,2023
220701,102,0,0,2023
220702,13,0,0,2023
220703,5,0,0,2023
220704,2,0,0,2023
220705,5,0,0,2023
220706,6,0,0,2023
220707,20,1,1,2023
220708,17,1,0,2023
220709,11,1,1,2023
220710,9,0,0,2023
220801,217,0,0,2023
220802,51,1,0,2023
220803,36,0,0,2023
220804,154,1,0,2023
220805,108,0,0,2023
220806,11,1,0,2023
220807,19,1,0,2023
220808,23,0,0,2023
220809,10,1,0,2023
220901,523,1,0,2023
220902,2,1,0,2023
220903,15,1,1,2023
220904,11,1,0,2023
220905,,0,0,2023
220906,11,0,1,2023
220907,24,0,0,2023
220908,13,1,0,2023
220909,67,1,0,2023
220910,70,1,1,2023
220911,6,0,0,2023
220912,7,0,0,2023
220913,9,0,0,2023
220914,6,1,0,2023
221001,201,0,0,2023
221002,16,1,0,2023
221003,33,1,0,2023
221004,3,1,0,2023
221005,81,1,0,2023
221006,0,0,1,2023
230101,1065,0,0,2023
230102,192,1,0,2023
230103,93,0,0,2023
230104,281,1,1,2023
230105,69,0,0,2023
230106,29,0,0,2023
230107,29,1,1,2023
230108,70,0,0,2023
230109,102,0,0,2023
230110,572,0,0,2023
230111,111,1,0,2023
230201,55,0,1,2023
230202,10,1,0,2023
230203,29,0,0,2023
230204,13,0,0,2023
230205,7,0,0,2023
230206,11,0,0,2023
230301,1587,0,0,2023
230302,1159,0,0,2023
230303,335,0,0,2023
230401,51,0,0,2023
230402,10,0,1,2023
230403,18,0,0,2023
230404,7,0,0,2023
230405,15,0,0,2023
230406,6,0,0,2023
230407,8,0,0,2023
230408,87,0,0,2023
240101,571,1,0,2023
240102,90,1,1,2023
240103,57,0,0,2023
240104,53,0,0,2023
240105,49,0,0,2023
240106,17,0,1,2023
240201,186,1,0,2023
240202,38,0,0,2023
240203,35,0,0,2023
240301,224,1,1,2023
240302,141,1,0,2023
240303,20,1,0,2023
240304,26,0,0,2023
250101,889,1,0,2023
250102,36,0,1,2023
250103,33,1,0,2023
250104,46,1,0,2023
250105,258,1,0,2023
250106,31,1,0,2023
250107,152,0,0,2023
250201,195,1,0,2023
250202,47,1,1,2023
250203,51,0,0,2023
250204,37,0,0,2023
250301,69,0,0,2023
250302,44,1,0,2023
250303,27,0,0,2023
250304,21,0,0,2023
250305,13,1,0,2023
250306,0,0,0,2023
250307,0,0,0,2023
250401,57,0,0,2023
010101,268,1,0,2024
010102,,1,0,2024
010103,,0,0,2024
010104,,0,0,2024
010105,3,1,0,2024
010106,2,0,0,2024
010107,3,0,0,2024
010108,3,0,0,2024
010109,4,1,0,2024
010110,6,0,0,2024
010111,5,0,0,2024
010112,,0,0,2024
010113,4,0,0,2024
010114,4,0,0,2024
010115,5,0,0,2024
010116,4,0,0,2024
010117,2,0,0,2024
010118,3,0,0,2024
010119,3,0,0,2024
010120,5,0,0,2024
010121,3,1,0,2024
010201,172,1,0,2024
010202,21,0,0,2024
010203,22,1,0,2024
010204,12,1,0,2024
010205,113,1,0,2024
010206,26,1,0,2024
010301,27,0,0,2024
010302,2,0,0,2024
010303,9,0,0,2024
010304,,1,0,2024
010305,6,0,0,2024
010306,7,1,0,2024
010307,29,0,0,2024
010308,,0,0,2024
010309,4,0,0,2024
010310,,1,0,2024
010311,8,1,0,2024
010312,8,0,0,2024
010401,157,1,0,2024
010402,26,0,0,2024
010403,78,0,0,2024
010501,80,1,0,2024
010502,10,0,0,2024
010503,3,0,0,2024
010504,8,0,0,2024
010505,4,0,0,2024
010506,3,1,0,2024
010507,5,1,0,2024
010508,2,1,0,2024
010509,7,1,0,2024
010510,3,0,0,2024
010511,2,0,0,2024
010512,6,0,0,2024
010513,,1,0,2024
010514,8,0,0,2024
010515,2,0,0,2024
010516,,1,0,2024
010517,2,0,0,2024
010518,2,0,0,2024
010519,2,0,0,2024
010520,3,0,0,2024
010521,,0,0,2024
010522,7,0,0,2024
010523,4,0,0,2024
010601,35,0,0,2024
010602,3,0,0,2024
010603,3,0,0,2024
010604,11,1,0,2024
010605,14,0,0,2024
010606,4,0,0,2024
010607,10,0,0,2024
010608,7,0,0,2024
010609,27,1,0,2024
010610,7,1,0,2024
010611,7,1,0,2024
010612,5,1,0,2024
010701,155,0,0,2024
010702,60,1,0,2024
010703,21,1,0,2024
010704,35,0,0,2024
010705,20,1,0,2024
010706,23,0,0,2024
010707,8,1,0,2024
020101,507,1,0,2024
020102,21,0,0,2024
020103,11,0,0,2024
020104,4,1,0,2024
020105,236,1,0,2024
020106,14,0,0,2024
020107,16,0,0,2024
020108,14,1,0,2024
020109,9,0,0,2024
020110,13,0,0,2024
020111,6,0,0,2024
020112,15,0,0,2024
020201,14,1,0,2024
020202,21,1,0,2024
020203,9,0,0,2024
020204,10,0,0,2024
020205,10,0,0,2024
020301,30,0,0,2024
020302,8,0,0,2024
020303,12,1,0,2024
020304,12,0,0,2024
020305,30,1,0,2024
020306,3,1,0,2024
020401,30,0,0,2024
020402,14,0,0,2024
020501,13,1,0,2024
020502,4,1,0,2024
020503,21,1,0,2024
020504,5,1,0,2024
020505,6,0,0,2024
020506,,0,0,2024
020507,14,1,0,2024
020508,18,1,0,2024
020509,4,1,0,2024
020510,3,1,0,2024
020511,2,1,0,2024
020512,6,0,0,2024
020513,7,0,0,2024
020514,24,0,0,2024
020515,1,1,0,2024
020601,178,0,0,2024
020602,1,1,0,2024
020603,7,0,0,2024
020604,14,0,0,2024
020605,5,1,0,2024
020606,18,1,0,2024
020607,12,0,0,2024
020608,7,0,0,2024
020609,2,1,0,2024
020610,8,0,0,2024
020611,13,0,0,2024
020701,96,0,0,2024
020702,7,0,0,2024
020703,19,0,0,2024
020801,149,1,0,2024
020802,12,1,0,2024
020803,9,0,0,2024
020804,12,0,0,2024
020901,14,0,0,2024
020902,6,0,0,2024
020903,11,1,0,2024
020904,3,1,0,2024
020905,8,1,0,2024
020906,,0,0,2024
020907,4,0,0,2024
021001,75,0,0,2024
021002,9,0,0,2024
021003,9,0,0,2024
021004,39,1,0,2024
021005,154,0,0,2024
021006,5,1,0,2024
021007,8,0,0,2024
021008,10,0,0,2024
021009,8,0,0,2024
021010,9,0,0,2024
021011,6,1,0,2024
021012,4,0,0,2024
021013,16,0,0,2024
021014,45,1,0,2024
021015,14,1,0,2024
021016,13,0,0,2024
021101,142,0,0,2024
021102,14,0,0,2024
