ubigeo,personal_total,programa_anemia,centro_salud_municipal,Año
040806,10,1,0,2022
040807,1,0,0,2022
040808,2,0,0,2022
040809,3,1,0,2022
040810,4,0,0,2022
040811,5,1,0,2022
050101,862,1,0,2022
050102,28,1,0,2022
050103,14,0,0,2022
050104,72,1,0,2022
050105,12,1,1,2022
050106,19,1,0,2022
050107,10,1,0,2022
050108,28,1,0,2022
050109,13,1,0,2022
050110,186,1,0,2022
050111,10,1,0,2022
050112,17,0,0,2022
050113,15,1,0,2022
050114,32,1,0,2022
050115,109,1,0,2022
050116,154,1,0,2022
050201,66,1,0,2022
050202,27,0,0,2022
050203,22,1,0,2022
050204,13,1,0,2022
050205,22,1,1,2022
050206,10,0,1,2022
050301,41,1,0,2022
050302,11,1,0,2022
050303,11,1,0,2022
050304,16,1,0,2022
050401,271,0,0,2022
050402,19,1,0,2022
050403,20,1,1,2022
050404,13,1,0,2022
050405,19,0,0,2022
050406,13,1,0,2022
050407,29,0,0,2022
050408,49,1,0,2022
050409,17,0,0,2022
050410,11,1,0,2022
050411,14,1,0,2022
050412,9,1,0,2022
050501,130,1,0,2022
050502,28,1,0,2022
050503,30,0,0,2022
050504,10,1,0,2022
050505,12,1,0,2022
050506,9,0,0,2022
050507,44,1,0,2022
050508,61,1,0,2022
050509,31,0,0,2022
050510,21,0,0,2022
050511,9,1,0,2022
050601,116,1,0,2022
050602,7,1,0,2022
050603,17,1,0,2022
050604,10,1,1,2022
050605,8,1,1,2022
050606,7,1,0,2022
050607,4,0,0,2022
050608,11,0,0,2022
050609,6,0,0,2022
050610,6,0,0,2022
050611,12,0,0,2022
050612,6,0,0,2022
050613,7,1,0,2022
050614,3,1,0,2022
050615,8,0,0,2022
050616,6,1,0,2022
050617,12,1,0,2022
050618,5,0,0,2022
050619,12,0,0,2022
050620,8,1,0,2022
050621,3,0,0,2022
050701,109,1,0,2022
050702,3,1,0,2022
050703,10,1,0,2022
050704,4,1,1,2022
050705,22,0,0,2022
050706,4,1,0,2022
050707,5,0,0,2022
050708,19,1,0,2022
050801,28,1,0,2022
050802,1,1,1,2022
050803,1,0,0,2022
050804,14,0,0,2022
050805,9,0,0,2022
050806,5,1,0,2022
050807,1,1,0,2022
050808,8,1,0,2022
050809,2,0,0,2022
050810,2,0,0,2022
050901,40,1,0,2022
050902,5,0,0,2022
050903,6,1,0,2022
050904,6,0,1,2022
050905,4,0,0,2022
050906,5,1,0,2022
050907,6,1,0,2022
050908,9,1,0,2022
050909,18,0,0,2022
050910,16,0,0,2022
050911,2,0,0,2022
051001,46,0,0,2022
051002,13,1,0,2022
051003,6,0,0,2022
051004,3,0,0,2022
051005,9,1,0,2022
051006,10,1,1,2022
051007,7,1,0,2022
051008,5,0,0,2022
051009,12,0,0,2022
051010,14,0,0,2022
051011,17,1,0,2022
051012,26,1,0,2022
051101,62,1,0,2022
051102,10,1,1,2022
051103,10,0,1,2022
051104,8,0,0,2022
051105,11,0,0,2022
051106,9,0,0,2022
051107,12,0,0,2022
051108,12,0,1,2022
060101,2315,0,1,2022
060102,42,0,0,2022
060103,28,0,0,2022
060104,55,0,0,2022
060105,153,1,0,2022
060106,94,1,0,2022
060107,29,1,0,2022
060108,468,0,0,2022
060109,14,0,0,2022
060110,40,0,0,2022
060111,38,1,0,2022
060112,31,1,0,2022
060201,292,0,1,2022
060202,101,1,0,2022
060203,30,1,0,2022
060204,34,1,0,2022
060301,177,1,0,2022
060302,12,0,0,2022
060303,15,0,0,2022
060304,38,0,0,2022
060305,5,0,0,2022
060306,8,1,0,2022
060307,15,1,0,2022
060308,31,1,0,2022
060309,21,0,0,2022
060310,26,1,1,2022
060311,6,1,0,2022
060312,13,0,0,2022
060401,432,1,0,2022
060402,17,1,0,2022
060403,13,1,0,2022
060404,14,0,0,2022
060405,10,1,0,2022
060406,9,0,0,2022
060407,21,0,0,2022
060408,31,0,0,2022
060409,14,1,0,2022
060410,57,1,0,2022
060411,51,0,0,2022
060412,8,0,0,2022
060413,10,0,0,2022
060414,6,1,0,2022
060415,58,0,0,2022
060416,17,1,0,2022
060417,93,1,0,2022
060418,6,0,0,2022
060419,42,1,0,2022
060501,95,1,0,2022
060502,20,0,0,2022
060503,8,1,0,2022
060504,16,1,1,2022
060505,7,0,0,2022
060506,0,1,0,2022
060507,14,0,0,2022
060508,29,1,0,2022
060601,335,1,0,2022
060602,26,1,0,2022
060603,19,1,0,2022
060604,14,1,0,2022
060605,25,1,0,2022
060606,27,1,0,2022
060607,55,1,0,2022
060608,12,0,0,2022
060609,15,0,0,2022
060610,22,0,0,2022
060611,24,1,0,2022
060612,34,1,0,2022
060613,22,1,0,2022
060614,52,0,0,2022
060615,10,1,0,2022
060701,431,0,0,2022
060702,27,0,0,2022
060703,174,1,0,2022
060801,546,0,0,2022
060802,53,0,0,2022
060803,39,1,0,2022
060804,45,0,0,2022
060805,30,1,0,2022
060806,29,0,0,2022
060807,39,1,0,2022
060808,63,0,0,2022
060809,17,0,0,2022
060810,16,0,0,2022
060811,49,1,0,2022
060812,45,1,0,2022
060901,221,0,0,2022
060902,49,1,0,2022
060903,93,1,0,2022
060904,63,1,0,2022
060905,43,0,0,2022
060906,91,1,0,2022
060907,41,1,0,2022
061001,298,1,0,2022
061002,20,1,0,2022
061003,10,1,0,2022
061004,32,0,0,2022
061005,13,1,0,2022
061006,8,0,0,2022
061007,43,1,0,2022
061101,113,0,0,2022
061102,6,0,0,2022
061103,22,0,0,2022
061104,17,1,0,2022
061105,4,1,0,2022
061106,20,1,0,2022
061107,23,1,0,2022
061108,4,0,0,2022
061109,5,1,0,2022
061110,9,1,0,2022
061111,24,0,0,2022
061112,15,0,0,2022
061113,12,0,0,2022
061201,85,1,0,2022
061202,19,0,0,2022
061203,4,1,0,2022
061204,19,0,0,2022
061301,130,1,0,2022
061302,17,0,0,2022
061303,21,1,0,2022
061304,25,0,0,2022
061305,31,1,0,2022
061306,19,0,0,2022
061307,24,0,1,2022
061308,17,1,0,2022
061309,19,0,1,2022
061310,14,0,0,2022
061311,16,0,0,2022
070101,752,0,1,2022
070102,268,1,0,2022
070103,235,1,0,2022
070104,524,1,0,2022
070105,226,0,0,2022
070106,1831,1,1,2022
070107,395,1,0,2022
080101,2080,1,1,2022
080102,40,0,0,2022
080103,168,1,0,2022
080104,1113,1,0,2022
080105,1107,1,0,2022
080106,782,1,0,2022
080107,45,0,0,2022
080108,463,0,0,2022
080201,109,1,0,2022
080202,10,1,0,2022
080203,10,1,0,2022
080204,2,0,0,2022
080205,41,1,0,2022
080206,6,1,0,2022
080207,20,0,0,2022
080301,657,0,0,2022
080302,5,1,0,2022
080303,80,1,1,2022
080304,38,1,0,2022
080305,141,0,0,2022
080306,81,1,0,2022
080307,16,1,0,2022
080308,78,0,0,2022
080309,12,0,0,2022
080401,579,1,0,2022
080402,61,0,0,2022
080403,22,0,0,2022
080404,56,0,0,2022
080405,235,1,0,2022
080406,141,1,0,2022
080407,26,0,0,2022
080408,47,1,0,2022
080501,419,1,0,2022
080502,5,1,1,2022
080503,10,1,0,2022
080504,13,0,0,2022
080505,30,0,0,2022
080506,7,0,0,2022
080507,12,0,0,2022
080508,5,1,0,2022
080601,291,0,0,2022
080602,15,0,0,2022
080603,65,0,0,2022
080604,142,1,0,2022
080605,17,1,0,2022
080606,15,1,0,2022
080607,11,1,0,2022
080608,29,1,0,2022
080701,719,1,0,2022
080702,9,1,0,2022
080703,228,1,0,2022
080704,27,1,0,2022
080705,489,1,0,2022
080706,35,1,0,2022
080707,10,1,0,2022
080708,25,1,0,2022
080801,584,1,1,2022
080802,10,1,0,2022
080803,89,1,0,2022
080804,4,1,0,2022
080805,317,0,0,2022
080806,112,0,0,2022
080807,6,1,0,2022
080808,109,1,0,2022
080901,1322,1,0,2022
080902,1863,1,0,2022
080903,161,1,0,2022
080904,140,0,1,2022
080905,459,1,0,2022
080906,1268,1,0,2022
080907,47,1,0,2022
080908,597,1,0,2022
080909,802,0,0,2022
080910,89,1,0,2022
080911,288,0,0,2022
080912,14,0,0,2022
080913,19,0,0,2022
080914,2226,1,0,2022
081001,38,1,0,2022
081002,19,0,0,2022
081003,19,1,0,2022
081004,2,0,0,2022
081005,35,0,0,2022
081006,24,1,0,2022
081007,3,1,1,2022
081008,3,1,0,2022
081009,12,1,0,2022
081101,317,1,0,2022
081102,12,0,0,2022
081103,187,1,0,2022
081104,338,1,0,2022
081105,79,1,0,2022
081106,24,0,0,2022
081201,369,1,0,2022
081202,26,1,0,2022
081203,64,1,0,2022
081204,59,1,0,2022
081205,582,1,0,2022
081206,82,1,0,2022
081207,19,1,0,2022
081208,41,1,0,2022
081209,31,1,0,2022
081210,126,1,0,2022
081211,144,1,0,2022
081212,408,1,0,2022
081301,623,0,0,2022
081302,250,1,0,2022
081303,56,1,0,2022
081304,385,1,0,2022
081305,203,1,0,2022
081306,423,1,0,2022
081307,17,1,0,2022
090101,295,1,0,2022
090102,7,0,0,2022
090103,134,0,0,2022
090104,6,0,0,2022
090105,9,0,0,2022
090106,15,1,0,2022
090107,4,0,0,2022
090108,6,1,1,2022
090109,7,1,0,2022
090110,6,0,0,2022
090111,12,0,0,2022
090112,9,0,0,2022
090113,23,1,0,2022
090114,10,0,0,2022
090115,7,1,0,2022
090116,13,0,0,2022
090117,70,0,0,2022
090118,44,1,0,2022
090119,26,1,0,2022
090201,178,1,0,2022
090202,21,0,0,2022
090203,36,1,0,2022
090204,7,1,0,2022
090205,11,1,0,2022
090206,108,1,1,2022
090207,20,0,0,2022
090208,9,0,0,2022
090301,279,0,0,2022
090302,7,0,0,2022
090303,15,0,0,2022
090304,5,0,1,2022
090305,8,0,0,2022
090306,8,1,0,2022
090307,8,1,0,2022
090308,7,0,0,2022
090309,12,0,0,2022
090310,13,1,0,2022
090311,14,1,0,2022
090312,13,1,0,2022
090401,32,0,0,2022
090402,4,1,0,2022
090403,9,0,0,2022
090404,4,1,0,2022
090405,6,0,0,2022
090406,2,0,0,2022
090407,8,1,1,2022
090408,4,0,0,2022
090409,4,0,0,2022
090410,1,1,0,2022
090411,10,0,0,2022
090412,2,1,0,2022
090413,4,0,0,2022
090501,52,1,1,2022
090502,19,0,0,2022
090503,6,0,0,2022
090504,7,1,0,2022
090505,3,1,0,2022
090506,8,0,0,2022
090507,21,1,0,2022
090508,6,0,0,2022
090509,9,0,0,2022
090510,8,1,0,2022
090511,33,0,0,2022
090601,30,0,0,2022
090602,3,1,0,2022
090603,2,1,0,2022
090604,5,0,0,2022
090605,1,0,0,2022
090606,2,0,0,2022
090607,16,0,0,2022
090608,1,0,1,2022
090609,4,1,0,2022
090610,5,0,0,2022
090611,1,0,0,2022
090612,7,0,0,2022
090613,5,0,0,2022
090614,1,0,0,2022
090615,1,1,0,2022
090616,3,1,1,2022
090701,150,0,0,2022
090702,10,1,0,2022
090703,37,1,1,2022
090704,27,1,0,2022
090705,123,1,0,2022
090706,39,1,0,2022
090707,8,1,0,2022
090709,10,1,0,2022
090710,11,1,0,2022
090711,23,1,0,2022
090713,3,0,0,2022
090714,20,1,0,2022
090715,8,0,1,2022
090716,16,1,1,2022
090717,20,0,0,2022
090718,22,1,0,2022
090719,27,1,0,2022
090720,14,1,0,2022
090721,9,0,0,2022
090722,10,1,0,2022
090723,6,0,0,2022
100101,866,1,0,2022
100102,293,1,0,2022
100103,31,0,0,2022
100104,36,0,0,2022
100105,11,1,0,2022
100106,12,0,0,2022
100107,3,1,0,2022
100108,24,1,0,2022
100109,65,1,1,2022
100110,3,1,1,2022
100111,211,1,0,2022
100112,10,0,0,2022
100113,13,1,0,2022
100201,218,0,0,2022
100202,10,0,1,2022
100203,1,0,0,2022
100204,11,0,0,2022
100205,29,1,0,2022
100206,16,0,0,2022
100207,21,1,0,2022
100208,15,0,0,2022
100301,49,0,0,2022
100307,1,0,0,2022
100311,5,0,0,2022
100313,17,0,1,2022
100316,0,0,0,2022
100317,1,1,0,2022
100321,3,1,0,2022
100322,1,1,0,2022
100323,0,1,0,2022
100401,46,1,0,2022
100402,22,0,0,2022
100403,17,0,0,2022
100404,8,0,0,2022
100501,70,0,0,2022
100502,1,0,0,2022
100503,1,0,0,2022
100504,4,0,0,2022
100505,5,1,0,2022
100506,0,1,0,2022
100507,67,0,0,2022
100508,1,0,0,2022
100509,4,1,0,2022
100510,12,1,0,2022
100511,1,1,1,2022
100601,463,1,0,2022
100602,49,1,0,2022
100603,21,0,0,2022
100604,109,1,0,2022
100605,24,1,0,2022
100606,56,1,0,2022
100607,24,0,0,2022
100608,41,1,0,2022
100609,13,1,0,2022
100610,1,1,0,2022
100701,96,0,0,2022
100702,34,0,0,2022
100703,9,1,0,2022
100704,2,0,0,2022
100705,7,0,0,2022
100801,68,1,0,2022
100802,40,1,0,2022
100803,27,1,1,2022
100804,53,0,0,2022
100901,129,0,0,2022
100902,57,1,0,2022
100903,29,1,1,2022
100904,15,1,0,2022
100905,22,1,0,2022
101001,22,1,1,2022
101002,2,1,0,2022
101003,7,1,0,2022
101004,11,0,0,2022
101005,9,1,0,2022
101006,7,0,0,2022
101007,11,0,0,2022
101101,64,1,1,2022
101102,2,0,1,2022
101103,5,1,0,2022
101104,8,0,0,2022
101105,6,1,0,2022
101106,18,1,1,2022
101107,16,1,0,2022
101108,7,1,0,2022
110101,864,1,0,2022
110102,146,0,1,2022
110103,78,0,0,2022
110104,20,0,1,2022
110105,16,0,0,2022
110106,189,1,0,2022
110107,32,0,0,2022
110108,111,1,0,2022
110109,30,0,1,2022
110110,39,1,0,2022
110111,120,0,0,2022
110112,84,1,0,2022
110113,17,0,0,2022
110114,11,1,0,2022
110201,333,0,0,2022
110202,30,0,1,2022
110203,13,0,0,2022
110204,90,1,0,2022
110205,38,1,0,2022
110206,35,1,0,2022
110207,79,1,0,2022
110208,2,1,0,2022
110209,6,1,0,2022
110210,117,0,0,2022
110211,31,0,0,2022
110301,250,0,0,2022
110302,9,1,0,2022
110303,4,0,0,2022
110304,44,1,0,2022
110305,118,0,0,2022
110401,45,0,0,2022
110402,13,0,0,2022
110403,10,1,0,2022
110404,5,0,0,2022
110405,9,0,0,2022
110501,235,1,0,2022
110502,4,0,0,2022
110503,89,0,0,2022
110504,88,1,0,2022
110505,173,1,0,2022
110506,81,1,0,2022
110507,128,1,0,2022
110508,57,1,1,2022
120101,896,1,1,2022
120104,2,0,0,2022
120105,2,1,0,2022
120106,0,0,0,2022
120107,377,1,0,2022
120108,9,0,0,2022
120111,5,1,0,2022
120112,1,0,0,2022
120113,10,1,0,2022
120114,754,0,0,2022
120116,6,1,0,2022
120117,16,1,0,2022
120119,67,0,0,2022
120120,2,1,0,2022
120121,28,1,0,2022
120122,5,1,0,2022
120124,7,0,0,2022
120125,59,1,0,2022
120126,17,0,0,2022
120127,6,1,0,2022
120128,20,0,0,2022
120129,47,1,0,2022
120130,45,1,0,2022
120132,12,0,0,2022
120133,60,0,0,2022
120134,32,1,0,2022
120135,13,0,0,2022
120136,12,1,0,2022
120201,138,1,0,2022
120202,6,1,0,2022
120203,21,0,1,2022
120204,10,1,0,2022
120205,7,0,0,2022
120206,33,1,0,2022
120207,4,1,0,2022
120208,7,0,0,2022
120209,3,1,0,2022
120210,23,0,0,2022
120211,4,1,0,2022
120212,12,1,0,2022
120213,20,0,0,2022
120214,16,1,0,2022
120215,6,1,0,2022
120301,212,1,0,2022
120302,176,0,0,2022
120303,221,1,0,2022
120304,30,1,0,2022
120305,149,0,1,2022
120306,15,1,0,2022
120401,140,1,0,2022
120402,22,0,0,2022
120403,23,1,0,2022
120404,2,0,0,2022
120405,23,0,1,2022
120406,5,0,0,2022
120407,5,0,0,2022
120408,3,0,0,2022
120409,0,0,0,2022
120410,13,0,0,2022
120411,2,0,0,2022
120412,0,1,0,2022
120413,3,1,0,2022
120414,2,0,0,2022
120415,2,0,0,2022
120416,5,0,0,2022
120417,4,1,0,2022
120418,2,1,0,2022
120419,15,1,0,2022
120420,5,1,1,2022
120421,5,0,0,2022
120422,6,0,0,2022
120423,4,1,0,2022
120424,1,1,0,2022
120425,4,0,0,2022
120426,4,1,0,2022
120427,2,0,0,2022
120428,4,0,0,2022
120429,2,0,0,2022
120430,5,0,0,2022
120431,6,0,0,2022
120432,4,0,0,2022
120433,5,0,0,2022
120434,27,1,1,2022
120501,90,0,0,2022
120502,26,0,0,2022
120503,11,1,1,2022
120504,15,0,1,2022
120601,496,1,0,2022
120602,43,1,0,2022
120603,24,0,0,2022
120604,150,1,0,2022
120605,50,0,0,2022
120606,214,1,0,2022
120607,161,1,0,2022
120608,84,1,0,2022
120609,26,1,0,2022
120701,264,0,0,2022
120702,45,0,0,2022
120703,6,0,0,2022
120704,39,1,0,2022
120705,21,1,0,2022
120706,22,1,0,2022
120707,25,0,0,2022
120708,15,1,0,2022
120709,16,1,0,2022
120801,159,1,0,2022
120802,6,1,0,2022
120803,7,0,0,2022
120804,41,0,0,2022
120805,77,1,1,2022
120806,16,1,1,2022
120807,25,1,0,2022
120808,60,1,0,2022
120809,6,1,0,2022
120810,44,1,0,2022
120901,203,1,0,2022
120902,19,0,0,2022
120903,20,0,0,2022
120904,16,0,0,2022
120905,24,0,0,2022
120906,7,1,0,2022
120907,8,0,0,2022
120908,18,1,0,2022
120909,5,0,0,2022
130101,2323,1,0,2022
130102,388,1,0,2022
130103,109,1,0,2022
130104,250,1,0,2022
130105,722,1,0,2022
130106,122,1,0,2022
130107,271,1,0,2022
130108,31,0,0,2022
130109,101,1,0,2022
130110,17,1,0,2022
130111,494,1,0,2022
130201,85,0,1,2022
130202,83,1,1,2022
130203,60,0,0,2022
130204,21,0,0,2022
130205,150,1,0,2022
130206,95,1,1,2022
130207,161,0,1,2022
130208,332,1,0,2022
130301,37,0,0,2022
130302,9,1,0,2022
130303,7,0,0,2022
130304,16,0,0,2022
130305,5,0,0,2022
130306,5,0,0,2022
130401,226,1,0,2022
130402,81,0,0,2022
130403,104,0,0,2022
130501,47,1,0,2022
130502,21,1,0,2022
130503,18,1,0,2022
130504,18,1,0,2022
130601,213,0,0,2022
130602,28,1,1,2022
130604,5,0,0,2022
130605,18,0,0,2022
130606,6,0,0,2022
130608,8,1,0,2022
130610,1,0,0,2022
130611,9,1,0,2022
130613,14,1,0,2022
130614,95,1,0,2022
130701,251,0,1,2022
130702,247,1,0,2022
130703,22,0,1,2022
130704,191,1,0,2022
130705,66,0,0,2022
130801,137,0,0,2022
130802,17,1,0,2022
130803,20,1,0,2022
130804,16,1,0,2022
130805,10,0,0,2022
130806,16,1,0,2022
130807,13,1,0,2022
130808,95,0,0,2022
130809,40,1,0,2022
130810,6,1,0,2022
130811,10,0,0,2022
130812,5,1,0,2022
130813,16,0,0,2022
130901,504,1,0,2022
130902,74,1,0,2022
130903,27,1,0,2022
130904,26,1,0,2022
130905,46,1,1,2022
130906,56,0,0,2022
130907,21,1,1,2022
130908,39,1,0,2022
131001,166,1,0,2022
131002,37,0,0,2022
131003,53,0,0,2022
131004,13,0,0,2022
131005,20,0,0,2022
131006,43,0,0,2022
131007,33,1,0,2022
131008,16,0,0,2022
131101,72,0,0,2022
131102,16,0,0,2022
131103,13,0,0,2022
131104,29,1,1,2022
131201,329,1,0,2022
131202,208,1,0,2022
131203,57,1,0,2022
140101,2550,1,0,2022
140102,97,0,0,2022
140103,75,1,0,2022
140104,35,0,0,2022
140105,526,1,0,2022
140106,348,1,0,2022
140107,29,1,0,2022
140108,110,1,0,2022
140109,13,1,0,2022
140110,24,0,0,2022
140111,30,0,0,2022
140112,264,1,0,2022
140113,75,0,0,2022
140114,43,0,0,2022
140115,50,0,0,2022
140116,79,1,0,2022
140117,109,0,1,2022
140118,147,1,0,2022
140119,65,0,0,2022
140120,107,1,0,2022
140201,239,1,0,2022
140202,40,1,1,2022
140203,40,1,0,2022
140204,49,0,0,2022
140205,113,0,0,2022
140206,62,1,0,2022
140301,582,0,0,2022
140302,7,0,0,2022
140303,24,0,0,2022
140304,53,1,0,2022
140305,70,0,0,2022
140306,165,0,0,2022
140307,171,0,0,2022
140308,100,1,0,2022
140309,29,0,0,2022
140310,49,1,0,2022
140311,42,1,0,2022
140312,62,0,0,2022
150101,6524,1,0,2022
150102,159,1,0,2022
150103,3112,1,0,2022
150104,362,0,0,2022
150105,237,1,0,2022
150106,751,1,0,2022
150107,214,1,0,2022
150108,1554,1,0,2022
150109,90,1,0,2022
150110,889,1,0,2022
150111,176,1,0,2022
150112,560,1,1,2022
150113,729,1,0,2022
150114,1080,1,0,2022
150115,691,1,0,2022
150116,826,1,0,2022
150117,1765,1,0,2022
150118,1018,0,0,2022
150119,738,1,0,2022
150120,335,1,0,2022
150121,670,1,0,2022
150122,1891,1,1,2022
150123,607,1,0,2022
150124,94,0,0,2022
150125,995,0,0,2022
150126,93,1,0,2022
150127,70,1,0,2022
150128,334,1,0,2022
150129,170,0,0,2022
150130,1646,1,1,2022
150131,2315,1,1,2022
150132,1364,1,0,2022
150133,577,0,0,2022
150134,318,1,0,2022
150135,1199,1,0,2022
150136,1355,1,1,2022
150137,517,0,0,2022
150138,64,1,0,2022
150139,120,1,0,2022
150140,2891,1,0,2022
150141,837,1,1,2022
150142,582,1,0,2022
150143,279,1,0,2022
150201,402,1,0,2022
150202,89,0,0,2022
150203,54,0,0,2022
150204,111,1,0,2022
150205,62,1,0,2022
150301,7,0,0,2022
150302,0,0,0,2022
150303,6,1,0,2022
150304,3,1,0,2022
150305,4,0,0,2022
150401,5,0,0,2022
150402,7,0,0,2022
150403,8,1,0,2022
150404,1,0,0,2022
150405,1,0,0,2022
150406,3,1,0,2022
150407,29,0,0,2022
150501,568,1,0,2022
150502,303,1,0,2022
150503,16,1,0,2022
150504,138,0,0,2022
150505,28,0,0,2022
150506,16,0,0,2022
150507,310,1,0,2022
150508,36,1,0,2022
150509,238,0,0,2022
150510,122,0,0,2022
150511,2,0,1,2022
150512,71,1,0,2022
150513,99,1,0,2022
150514,45,0,0,2022
150515,12,1,1,2022
150516,12,0,0,2022
150601,555,0,0,2022
150602,1,1,0,2022
150603,0,0,0,2022
150604,106,0,0,2022
150605,433,1,0,2022
150606,7,0,0,2022
150607,1,0,0,2022
150608,1,0,0,2022
150609,3,0,0,2022
150610,5,0,1,2022
150611,2,1,0,2022
150612,1,0,0,2022
150701,79,0,0,2022
150702,0,0,0,2022
150703,1,1,0,2022
150704,3,0,0,2022
150705,19,0,0,2022
150706,0,1,0,2022
150707,0,0,0,2022
150708,0,1,1,2022
150709,0,0,0,2022
150710,1,0,0,2022
150711,0,0,0,2022
150712,1,1,0,2022
150713,3,1,0,2022
150714,17,1,0,2022
150715,2,0,0,2022
150716,135,1,0,2022
150717,5,1,0,2022
150718,0,0,0,2022
150719,0,0,0,2022
150720,0,0,0,2022
150721,7,1,0,2022
150722,8,1,0,2022
150723,2,1,0,2022
150724,1,0,0,2022
150725,5,1,0,2022
150726,0,1,0,2022
150727,5,0,0,2022
150728,27,0,0,2022
150729,0,1,0,2022
150730,12,1,0,2022
150731,2,1,0,2022
150732,5,0,0,2022
150801,536,1,0,2022
150802,5,0,1,2022
150803,34,1,0,2022
150804,3,1,0,2022
150805,110,1,0,2022
150806,79,1,0,2022
150807,1,0,0,2022
150808,4,0,0,2022
150809,5,1,0,2022
150810,107,0,0,2022
150811,84,0,0,2022
150812,66,0,0,2022
150901,119,0,0,2022
150902,2,1,0,2022
150903,5,0,1,2022
150904,4,0,0,2022
150905,3,1,0,2022
150906,19,0,1,2022
151001,15,0,0,2022
151002,2,0,0,2022
151003,0,1,0,2022
151004,0,0,0,2022
151005,0,1,0,2022
151006,13,0,0,2022
151007,14,0,0,2022
151008,1,1,0,2022
151009,4,0,0,2022
151010,7,0,0,2022
151011,0,1,0,2022
151012,0,0,0,2022
151013,0,0,0,2022
151014,0,0,0,2022
151015,3,0,0,2022
151016,2,0,0,2022
151017,1,0,0,2022
151018,0,0,0,2022
151019,10,0,0,2022
151020,0,1,0,2022
151021,13,0,0,2022
151022,1,0,0,2022
151023,3,0,0,2022
151024,1,0,0,2022
151025,0,1,0,2022
151026,0,0,0,2022
151027,0,0,0,2022
151028,2,0,0,2022
151029,1,1,0,2022
151030,0,0,0,2022
151031,1,1,0,2022
151032,1,0,0,2022
151033,1,1,0,2022
160101,1259,0,0,2022
160102,27,0,0,2022
160103,59,1,0,2022
160104,45,0,0,2022
160105,57,0,0,2022
160106,49,0,0,2022
160107,22,1,0,2022
160108,216,1,0,2022
160110,24,1,0,2022
160112,307,0,0,2022
160113,471,1,0,2022
160201,152,0,0,2022
160202,32,0,0,2022
160205,10,1,0,2022
160206,18,0,0,2022
160210,10,0,0,2022
160211,18,0,0,2022
160301,168,0,0,2022
160302,18,0,0,2022
160303,25,0,0,2022
160304,18,1,0,2022
160305,22,0,0,2022
160401,117,0,0,2022
160402,61,0,0,2022
160403,28,1,1,2022
160404,31,0,0,2022
160501,124,1,1,2022
160502,9,1,0,2022
160503,23,1,0,2022
160504,20,0,0,2022
160505,24,1,0,2022
160506,12,0,0,2022
160507,23,0,0,2022
160508,8,1,0,2022
160509,6,1,0,2022
160510,18,0,0,2022
160511,22,0,0,2022
160601,121,0,0,2022
160602,13,0,0,2022
160603,21,0,0,2022
160604,15,1,0,2022
160605,23,1,0,2022
160606,27,1,0,2022
160701,48,0,0,2022
160702,19,0,0,2022
160703,27,0,0,2022
160704,22,1,1,2022
160705,30,0,0,2022
160706,15,1,0,2022
160801,40,1,0,2022
160802,8,0,0,2022
160803,14,0,0,2022
160804,18,1,0,2022
170101,471,0,0,2022
170102,49,1,0,2022
170103,32,1,0,2022
170104,39,0,0,2022
170201,28,1,0,2022
170202,10,1,0,2022
170203,43,0,0,2022
170204,20,0,0,2022
170301,61,0,0,2022
170302,29,1,0,2022
170303,16,1,0,2022
180101,534,1,0,2022
180102,118,0,0,2022
180103,66,0,0,2022
180104,95,1,0,2022
180105,74,0,0,2022
180106,368,1,0,2022
180201,46,0,0,2022
180202,48,1,0,2022
180203,5,0,0,2022
180204,148,1,0,2022
180205,3,0,0,2022
180206,4,0,0,2022
180207,8,0,0,2022
180208,8,1,0,2022
180209,8,0,0,2022
180210,10,1,0,2022
180211,6,1,0,2022
180301,295,0,0,2022
180302,38,1,0,2022
180303,57,1,0,2022
190101,200,1,1,2022
190102,38,0,1,2022
190103,38,1,0,2022
190104,53,1,0,2022
190105,9,0,0,2022
190106,31,0,0,2022
190107,37,1,0,2022
190108,41,1,1,2022
190109,72,0,0,2022
190110,23,1,0,2022
190111,14,0,0,2022
190112,14,0,0,2022
190113,147,0,0,2022
190201,130,0,0,2022
190202,28,0,0,2022
190203,14,1,0,2022
190204,12,1,0,2022
190205,10,1,0,2022
190206,20,1,0,2022
190207,12,1,1,2022
190208,6,1,0,2022
190301,134,1,0,2022
190302,30,0,0,2022
190303,64,1,0,2022
190304,28,1,0,2022
190305,34,0,0,2022
190306,140,1,0,2022
190307,144,1,0,2022
190308,71,0,1,2022
200101,1289,1,0,2022
200104,876,0,0,2022
200105,115,1,0,2022
200107,98,0,1,2022
200108,35,1,1,2022
200109,85,1,0,2022
200110,106,1,0,2022
200111,80,0,0,2022
200114,358,1,0,2022
200115,520,1,0,2022
200201,75,0,0,2022
200202,25,1,0,2022
200203,12,1,1,2022
200204,23,1,0,2022
200205,15,1,1,2022
200206,86,1,0,2022
200207,14,1,0,2022
200208,54,0,0,2022
200209,9,1,0,2022
200210,60,0,0,2022
200301,129,0,0,2022
200302,44,1,0,2022
200303,56,1,0,2022
200304,69,1,0,2022
200305,8,0,0,2022
200306,33,1,1,2022
200307,31,1,0,2022
200308,41,1,0,2022
200401,303,0,0,2022
200402,27,1,0,2022
200403,19,1,0,2022
200404,27,1,1,2022
200405,33,1,0,2022
200406,34,0,1,2022
