ubigeo,n_edificios,area_construida_m2,confianza_media,area_distrito_km2,densidad_edificios_km2
030612,934,54191.955399513245,0.7784174518615837,29.258963629053135,31.92184151979226
030701,5588,273261.79134869576,0.7730988007340162,426.9786072891247,13.087306728264577
030702,1790,92641.72722005844,0.7953742457168729,311.3028619928432,5.750027444467092
030703,3641,181524.7283771038,0.7825023895827862,350.92153060987357,10.375538923679699
030704,2111,96672.06363677979,0.7731403127093837,124.59416047262127,16.943009142582394
030705,1121,68727.48996114731,0.7761783229783643,62.89902427528092,17.822216050504757
030706,646,39638.47594690323,0.7979479864839429,105.16304369531444,6.142842364582328
030707,1054,52577.01305580139,0.7839428845234568,146.950156840302,7.1725000004282675
030708,3485,165998.37523828048,0.7886844762599622,241.30668891537445,14.442202226819246
030709,315,18101.34602212906,0.7884215871493022,25.446914921015505,12.37871077801479
030710,789,41046.83682727814,0.7952699622727165,31.156902104542443,25.323441892670377
030711,735,47067.14266681671,0.7728083002324007,51.15712985217288,14.367498765546582
030712,944,68803.87641418914,0.7879560368798547,6.603185966526238,142.96129244056615
030713,681,33055.728372097015,0.7726315705436617,114.66687464978396,5.938942716280644
030714,1015,51403.0625500679,0.7812247303319095,136.9067304599244,7.413806440269295
040101,37642,4052211.539348275,0.7603552894500825,11.452619479035873,3286.7589872259387
040102,74330,3266070.3963467474,0.7627385228764044,67.85572235488605,1095.412404738003
040103,86253,4136289.565916237,0.7631168387951277,233.65839177842216,369.141460503561
040104,203231,11552344.890419737,0.7663772038102092,175.53567038940534,1157.7760779285247
040105,28709,1284398.3365059642,0.7666522065770759,86.40565782225389,332.2583349698885
040106,6647,250918.20409274483,0.785900917827267,231.03884950569594,28.770053236592695
040107,33331,1844073.6456226865,0.7592115148270235,20.586819468338554,1619.045625345932
040108,65935,4245277.072747072,0.7742738606660932,697.9116617448528,94.4747073507205
040109,54346,2319495.651268374,0.7659297243505908,29.055161177893297,1870.4422139412984
040110,43157,2323927.200912661,0.7572741942898813,26.218476692854118,1646.0529154907958
040111,19018,569924.207499855,0.7767148649596004,31.3506838855178,606.621535576301
040112,107669,5381778.879557946,0.7624791323270056,28.482682059597785,3780.156650090432
040113,1687,61375.59487223625,0.7797868407260191,170.24840327285355,9.909050349777909
040114,2748,130996.74335613022,0.7910955238984315,399.3039159442778,6.881976084560811
040115,13167,369552.0557103157,0.7818103897423989,34.9835114873943,376.3773114869986
040116,12941,646842.6885676418,0.7671605746396569,35.95509536874066,359.92117020640416
040117,21804,1500487.1806383056,0.7579081225145893,14.32505907098776,1522.087964311378
040118,434,30337.001130580902,0.7621988475597399,35.85877229978126,12.103035663679078
040119,4256,205820.47760486603,0.7859876173219287,2391.176202398421,1.7798771983976358
